feature	chrom	start	end	strand	gene_name	gene_id	transcript_id	transcript_name	selected_transcript_id	selected_transcript_name	selection_rule	run_id
exon	chr1	77579526	77579628	-	ZZZ3	ENSG00000036549.13	ENST00000370801.8	ZZZ3-202	ENST00000370801.8	ZZZ3-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg01_ZZZ3_del3
exon	chr1	77578773	77578869	-	ZZZ3	ENSG00000036549.13	ENST00000370801.8	ZZZ3-202	ENST00000370801.8	ZZZ3-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg01_ZZZ3_del3
exon	chr1	77576067	77576220	-	ZZZ3	ENSG00000036549.13	ENST00000370801.8	ZZZ3-202	ENST00000370801.8	ZZZ3-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg01_ZZZ3_del3
exon	chr1	77568331	77568466	-	ZZZ3	ENSG00000036549.13	ENST00000370801.8	ZZZ3-202	ENST00000370801.8	ZZZ3-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg01_ZZZ3_del3
exon	chr1	77566080	77566181	-	ZZZ3	ENSG00000036549.13	ENST00000370801.8	ZZZ3-202	ENST00000370801.8	ZZZ3-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg01_ZZZ3_del3
exon	chr1	77562415	77565784	-	ZZZ3	ENSG00000036549.13	ENST00000370801.8	ZZZ3-202	ENST00000370801.8	ZZZ3-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg01_ZZZ3_del3
gene	chr2	202033854	202038441	+	FZD7	ENSG00000155760.3			ENST00000286201.3	FZD7-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg05_FZD7_del8
exon	chr2	202033854	202038441	+	FZD7	ENSG00000155760.3	ENST00000286201.3	FZD7-201	ENST00000286201.3	FZD7-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg05_FZD7_del8
gene	chr2	238320440	238400897	+	TRAF3IP1	ENSG00000204104.12			ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238320517	238320785	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238325305	238325374	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238325808	238325970	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238328685	238328829	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238328925	238329342	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238332823	238332895	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238333959	238334035	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238338361	238338457	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238344496	238344598	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238347454	238347475	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238348763	238348848	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238349324	238349408	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238352826	238352950	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238353172	238353209	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238356003	238356080	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238397458	238397679	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
exon	chr2	238398753	238400897	+	TRAF3IP1	ENSG00000204104.12	ENST00000373327.5	TRAF3IP1-201	ENST00000373327.5	TRAF3IP1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg06_TRAF3IP1_del3
gene	chr2	240565803	240581372	+	RNPEPL1	ENSG00000142327.13			ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240568483	240569114	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240572422	240572563	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240573109	240573261	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240573774	240573891	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240574112	240574348	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240574514	240574628	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240575029	240575142	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240575501	240575610	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240576534	240576765	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240576847	240576990	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
exon	chr2	240577598	240581372	+	RNPEPL1	ENSG00000142327.13	ENST00000270357.10	RNPEPL1-201	ENST00000270357.10	RNPEPL1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg07_RNPEPL1_del3
gene	chr3	119821320	120094994	-	GSK3B	ENSG00000082701.17			ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	120093346	120094447	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	120002045	120002239	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	119947267	119947351	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	119923372	119923483	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	119916043	119916174	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	119912703	119912810	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	119905754	119905852	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	119876412	119876508	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	119863418	119863605	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	119843254	119843353	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
exon	chr3	119821320	119826855	-	GSK3B	ENSG00000082701.17	ENST00000264235.13	GSK3B-201	ENST00000264235.13	GSK3B-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg08_GSK3B_del1
gene	chr3	141051346	141148611	+	SPSB4	ENSG00000175093.5			ENST00000310546.3	SPSB4-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg09_SPSB4_snv
exon	chr3	141051346	141051992	+	SPSB4	ENSG00000175093.5	ENST00000310546.3	SPSB4-201	ENST00000310546.3	SPSB4-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg09_SPSB4_snv
exon	chr3	141065951	141066798	+	SPSB4	ENSG00000175093.5	ENST00000310546.3	SPSB4-201	ENST00000310546.3	SPSB4-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg09_SPSB4_snv
exon	chr3	141147141	141148611	+	SPSB4	ENSG00000175093.5	ENST00000310546.3	SPSB4-201	ENST00000310546.3	SPSB4-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg09_SPSB4_snv
gene	chr5	176595801	176610156	-	GPRIN1	ENSG00000169258.7			ENST00000303991.5	GPRIN1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg10_GPRIN1_del6
exon	chr5	176609998	176610156	-	GPRIN1	ENSG00000169258.7	ENST00000303991.5	GPRIN1-201	ENST00000303991.5	GPRIN1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg10_GPRIN1_del6
exon	chr5	176595801	176599877	-	GPRIN1	ENSG00000169258.7	ENST00000303991.5	GPRIN1-201	ENST00000303991.5	GPRIN1-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg10_GPRIN1_del6
gene	chr7	69598295	70793506	+	AUTS2	ENSG00000158321.19			ENST00000342771.10	AUTS2-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg11_AUTS2_del6
exon	chr7	69598474	69599962	+	AUTS2	ENSG00000158321.19	ENST00000342771.10	AUTS2-201	ENST00000342771.10	AUTS2-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg11_AUTS2_del6
exon	chr7	69899285	69899498	+	AUTS2	ENSG00000158321.19	ENST00000342771.10	AUTS2-201	ENST00000342771.10	AUTS2-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg11_AUTS2_del6
exon	chr7	70118131	70118233	+	AUTS2	ENSG00000158321.19	ENST00000342771.10	AUTS2-201	ENST00000342771.10	AUTS2-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg11_AUTS2_del6
gene	chr9	34551431	34590140	-	CNTFR	ENSG00000122756.15			ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
exon	chr9	34589554	34589724	-	CNTFR	ENSG00000122756.15	ENST00000378980.8	CNTFR-202	ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
exon	chr9	34581094	34581205	-	CNTFR	ENSG00000122756.15	ENST00000378980.8	CNTFR-202	ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
exon	chr9	34568896	34568981	-	CNTFR	ENSG00000122756.15	ENST00000378980.8	CNTFR-202	ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
exon	chr9	34564598	34564832	-	CNTFR	ENSG00000122756.15	ENST00000378980.8	CNTFR-202	ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
exon	chr9	34557866	34557984	-	CNTFR	ENSG00000122756.15	ENST00000378980.8	CNTFR-202	ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
exon	chr9	34557525	34557692	-	CNTFR	ENSG00000122756.15	ENST00000378980.8	CNTFR-202	ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
exon	chr9	34556254	34556418	-	CNTFR	ENSG00000122756.15	ENST00000378980.8	CNTFR-202	ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
exon	chr9	34552673	34552854	-	CNTFR	ENSG00000122756.15	ENST00000378980.8	CNTFR-202	ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
exon	chr9	34552160	34552329	-	CNTFR	ENSG00000122756.15	ENST00000378980.8	CNTFR-202	ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
exon	chr9	34551432	34552071	-	CNTFR	ENSG00000122756.15	ENST00000378980.8	CNTFR-202	ENST00000378980.8	CNTFR-202	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg12_CNTFR_snv
gene	chr9	40505398	40566281	-	BMS1P14	ENSG00000276500.1			ENST00000615056.1	BMS1P14-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg13_LOC107984006_BMS1P14_mnv3
exon	chr9	40566097	40566281	-	BMS1P14	ENSG00000276500.1	ENST00000615056.1	BMS1P14-201	ENST00000615056.1	BMS1P14-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg13_LOC107984006_BMS1P14_mnv3
exon	chr9	40505398	40505820	-	BMS1P14	ENSG00000276500.1	ENST00000615056.1	BMS1P14-201	ENST00000615056.1	BMS1P14-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg13_LOC107984006_BMS1P14_mnv3
gene	chr9	100427142	100451734	+	MSANTD3	ENSG00000066697.15			ENST00000395067.7	MSANTD3-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg14_MSANTD3_del6
exon	chr9	100427142	100427393	+	MSANTD3	ENSG00000066697.15	ENST00000395067.7	MSANTD3-203	ENST00000395067.7	MSANTD3-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg14_MSANTD3_del6
exon	chr9	100441905	100442356	+	MSANTD3	ENSG00000066697.15	ENST00000395067.7	MSANTD3-203	ENST00000395067.7	MSANTD3-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg14_MSANTD3_del6
exon	chr9	100450556	100451734	+	MSANTD3	ENSG00000066697.15	ENST00000395067.7	MSANTD3-203	ENST00000395067.7	MSANTD3-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg14_MSANTD3_del6
gene	chr10	132783178	132786147	-	NKX6-2	ENSG00000148826.9			ENST00000368592.8	NKX6-2-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg15_NKX6-2_del4
exon	chr10	132785542	132786147	-	NKX6-2	ENSG00000148826.9	ENST00000368592.8	NKX6-2-201	ENST00000368592.8	NKX6-2-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg15_NKX6-2_del4
exon	chr10	132785279	132785452	-	NKX6-2	ENSG00000148826.9	ENST00000368592.8	NKX6-2-201	ENST00000368592.8	NKX6-2-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg15_NKX6-2_del4
exon	chr10	132783180	132785170	-	NKX6-2	ENSG00000148826.9	ENST00000368592.8	NKX6-2-201	ENST00000368592.8	NKX6-2-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg15_NKX6-2_del4
gene	chr12	54008984	54012769	+	HOXC8	ENSG00000037965.6			ENST00000040584.6	HOXC8-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg16_HOXC8_del3
exon	chr12	54008984	54009720	+	HOXC8	ENSG00000037965.6	ENST00000040584.6	HOXC8-201	ENST00000040584.6	HOXC8-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg16_HOXC8_del3
exon	chr12	54011088	54012769	+	HOXC8	ENSG00000037965.6	ENST00000040584.6	HOXC8-201	ENST00000040584.6	HOXC8-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg16_HOXC8_del3
gene	chr16	5239801	7713340	+	RBFOX1	ENSG00000078328.23			ENST00000550418.6	RBFOX1-211	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg17_RBFOX1_del3
exon	chr16	6019023	6019992	+	RBFOX1	ENSG00000078328.23	ENST00000550418.6	RBFOX1-211	ENST00000550418.6	RBFOX1-211	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg17_RBFOX1_del3
exon	chr16	6316994	6317057	+	RBFOX1	ENSG00000078328.23	ENST00000550418.6	RBFOX1-211	ENST00000550418.6	RBFOX1-211	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg17_RBFOX1_del3
gene	chr17	11241212	11564063	+	SHISA6	ENSG00000188803.15			ENST00000441885.8	SHISA6-204	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg18_SHISA6_del3
exon	chr17	11241212	11242060	+	SHISA6	ENSG00000188803.15	ENST00000441885.8	SHISA6-204	ENST00000441885.8	SHISA6-204	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg18_SHISA6_del3
exon	chr17	11263365	11263526	+	SHISA6	ENSG00000188803.15	ENST00000441885.8	SHISA6-204	ENST00000441885.8	SHISA6-204	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg18_SHISA6_del3
exon	chr17	11379413	11379509	+	SHISA6	ENSG00000188803.15	ENST00000441885.8	SHISA6-204	ENST00000441885.8	SHISA6-204	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg18_SHISA6_del3
exon	chr17	11551895	11551952	+	SHISA6	ENSG00000188803.15	ENST00000441885.8	SHISA6-204	ENST00000441885.8	SHISA6-204	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg18_SHISA6_del3
exon	chr17	11555739	11555892	+	SHISA6	ENSG00000188803.15	ENST00000441885.8	SHISA6-204	ENST00000441885.8	SHISA6-204	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg18_SHISA6_del3
exon	chr17	11557753	11564063	+	SHISA6	ENSG00000188803.15	ENST00000441885.8	SHISA6-204	ENST00000441885.8	SHISA6-204	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg18_SHISA6_del3
gene	chr20	42072751	43189970	-	PTPRT	ENSG00000196090.14			ENST00000373187.6	PTPRT-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg19_PTPRT_del9
exon	chr20	43189645	43189906	-	PTPRT	ENSG00000196090.14	ENST00000373187.6	PTPRT-203	ENST00000373187.6	PTPRT-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg19_PTPRT_del9
exon	chr20	42885806	42885932	-	PTPRT	ENSG00000196090.14	ENST00000373187.6	PTPRT-203	ENST00000373187.6	PTPRT-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg19_PTPRT_del9
exon	chr20	42791194	42791466	-	PTPRT	ENSG00000196090.14	ENST00000373187.6	PTPRT-203	ENST00000373187.6	PTPRT-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg19_PTPRT_del9
exon	chr20	42780217	42780299	-	PTPRT	ENSG00000196090.14	ENST00000373187.6	PTPRT-203	ENST00000373187.6	PTPRT-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg19_PTPRT_del9
exon	chr20	42771434	42771550	-	PTPRT	ENSG00000196090.14	ENST00000373187.6	PTPRT-203	ENST00000373187.6	PTPRT-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg19_PTPRT_del9
exon	chr20	42756461	42756636	-	PTPRT	ENSG00000196090.14	ENST00000373187.6	PTPRT-203	ENST00000373187.6	PTPRT-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg19_PTPRT_del9
exon	chr20	42677865	42678159	-	PTPRT	ENSG00000196090.14	ENST00000373187.6	PTPRT-203	ENST00000373187.6	PTPRT-203	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg19_PTPRT_del9
gene	chr20	63895125	63936031	+	DNAJC5	ENSG00000101152.12			ENST00000360864.9	DNAJC5-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg20_DNAJC5_del3
exon	chr20	63895125	63895323	+	DNAJC5	ENSG00000101152.12	ENST00000360864.9	DNAJC5-201	ENST00000360864.9	DNAJC5-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg20_DNAJC5_del3
exon	chr20	63928334	63928452	+	DNAJC5	ENSG00000101152.12	ENST00000360864.9	DNAJC5-201	ENST00000360864.9	DNAJC5-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg20_DNAJC5_del3
exon	chr20	63929311	63929525	+	DNAJC5	ENSG00000101152.12	ENST00000360864.9	DNAJC5-201	ENST00000360864.9	DNAJC5-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg20_DNAJC5_del3
exon	chr20	63930850	63931022	+	DNAJC5	ENSG00000101152.12	ENST00000360864.9	DNAJC5-201	ENST00000360864.9	DNAJC5-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg20_DNAJC5_del3
exon	chr20	63931464	63936011	+	DNAJC5	ENSG00000101152.12	ENST00000360864.9	DNAJC5-201	ENST00000360864.9	DNAJC5-201	MANE_Select/Ensembl_canonical/APPRIS priority, then exon length	ccg20_DNAJC5_del3
